YEAR,DISTRICT,BOROUGH,REFUSETONSCOLLECTED,PAPERTONSCOLLECTED,MGPTONSCOLLECTED,RESORGANICSTONS,SCHOOLORGANICTONS,LEAVESORGANICTONS,XMASTREETONS
2006,110,Manhattan,35557.9,2119.2,1690.4,0,0,3.4,7.2
2007,110,Manhattan,35135.7,2184.7,1529.1,0,0,0,8.7
2008,110,Manhattan,34466.2,2251.6,1596.2,0,0,0,10.8
2009,110,Manhattan,34642.7,2289.6,1760,0,0,0,10.8
2010,110,Manhattan,33873,2347.7,1755.4,0,0,0,18
2011,110,Manhattan,35220.1,2479.3,1779.2,0,0,0,15.4
2012,110,Manhattan,33704.8,2395.1,1786.3,0,0,0,46.6
2013,110,Manhattan,33721.5,2516.1,1921.7,0,0,0,25.2
2014,110,Manhattan,33452.8,2740.9,2197.8,0,0,0,25.2
2015,110,Manhattan,33065.1,2971.2,2566.4,0,79,0,21.6
2016,110,Manhattan,33081.2,3176.7,2927,0,114.2,0,18
2017,110,Manhattan,33275.1,3170.8,2990.5,0,158.3,0,37.8
2018,110,Manhattan,33449,3214.4,3012.4,0,209,0,28.8
2019,110,Manhattan,31764.9,3197.8,3095.3,34.1,133.2,0,21.6
2020,110,Manhattan,32536.2,3490.9,3495.8,68.8,78,21,25.2
2021,110,Manhattan,32529.8,3400.1,3193.4,0,59,24.5,28.8
2022,110,Manhattan,30805.8,3072.5,2841.3,0,170.6,40,10.8
2023,110,Manhattan,22795.6,2217,2107.2,0,61.1,0,14.4
1990,111,Manhattan,14945.3,0,0,0,0,0,0
1991,111,Manhattan,38425.8,0,0,0,0,0,0
1992,111,Manhattan,38176.5,0,0,0,0,0,0
1993,111,Manhattan,37857.5,807.1,439.1,0,0,0,0
1994,111,Manhattan,40009.6,1168.8,655.8,0,0,0,9.2
1995,111,Manhattan,38011.4,1073.2,700.4,0,0,0,15.3
1996,111,Manhattan,38441.7,1020.8,625.2,0,0,0,11.2
1997,111,Manhattan,37741.7,556.2,832.7,0,0,0,16.8
1998,111,Manhattan,37463,168.3,1090.7,0,0,0,19.9
1999,111,Manhattan,34142.5,437.4,1601,0,0,0,17.7
2000,111,Manhattan,33889.5,0,1936.9,0,0,0,24.6
2001,111,Manhattan,34832.9,76.8,1950,0,0,0,22.1
2002,111,Manhattan,35703.7,79.2,995.6,0,0,0,4.9
2003,111,Manhattan,33340,7.2,0,0,0,0,9.1
2004,111,Manhattan,31090.4,1490.5,1268.8,0,0,0,10
2005,111,Manhattan,30966.5,2054.4,1587,0,0,0,7.5
2006,111,Manhattan,30756.5,2022.5,1534.1,0,0,10.8,7.5
2007,111,Manhattan,28623.2,2031.6,1413.5,0,0,0,5
2008,111,Manhattan,27124,2149.5,1450.1,0,0,0,7.5
2009,111,Manhattan,26709.4,2072.6,1524.7,0,0,0,7.5
2010,111,Manhattan,25589.6,2013.9,1452.5,0,0,0,7
2011,111,Manhattan,27116.3,2103.4,1474.7,0,0,0,7.5
2012,111,Manhattan,26786.3,2057.2,1467.8,0,0,0,10
2013,111,Manhattan,26605.2,2144.9,1575.5,0,0,0,17.5
2014,111,Manhattan,26188.6,2391.8,1868.3,0,112.6,0,13.6
2015,111,Manhattan,26405.5,2509.4,2146,0,206.1,0,10
2016,111,Manhattan,26733.8,2610.2,2340.3,0,105.7,0,15
2017,111,Manhattan,26817.1,2614.5,2274.5,0,120.6,0,15
2018,111,Manhattan,27234.6,2662.5,2253.7,0,96.6,0,17.5
2019,111,Manhattan,27363.4,2531.7,2251.1,0,136,0,17.5
2020,111,Manhattan,26910.6,2763.9,2569.1,3.8,0,0,12.5
2021,111,Manhattan,27709,2708.4,2320.6,0,0,0,12.2
2022,111,Manhattan,27931.7,2474.4,2137.1,0,34.9,0,9.8
2023,111,Manhattan,21381.3,1834.6,1586.5,0,102.6,0,11.2
1990,112,Manhattan,16811.1,0,0,0,0,0,0
1991,112,Manhattan,77951.7,0,0,0,0,0,0
1992,112,Manhattan,77032.2,0,0,0,0,0,0
1993,112,Manhattan,71079.1,2281,2070.5,0,0,0,0
1994,112,Manhattan,74848.8,3293.7,2873,0,0,0,11.2
1995,112,Manhattan,74078.2,3012,2937.5,0,0,0,12.1
1996,112,Manhattan,74432.6,2965.3,2778.9,0,0,0,10.2
1997,112,Manhattan,71212.5,1685.1,4542.7,0,0,0,19.3
1998,112,Manhattan,69476.5,670.4,6002.3,0,0,0,31.5
1999,112,Manhattan,68943,1099.6,7247.1,0,0,0,29.8
2000,112,Manhattan,69536.4,75.9,7909.7,0,0,0,34.8
2001,112,Manhattan,72554.1,126.7,8083.3,0,0,0,43.4
2002,112,Manhattan,77182.3,193,3852.5,0,0,0,25.3
2003,112,Manhattan,79889.9,28.2,0,0,0,0,0
2004,112,Manhattan,74854,3995.5,4618.2,0,0,0,12.1
2005,112,Manhattan,73659.2,5228.2,5463.7,0,0,0,25.6
2006,112,Manhattan,70799.1,5249,5006,0,0,0,19.2
2007,112,Manhattan,69032.4,5185.6,4500.2,0,0,0,32
2008,112,Manhattan,66730.8,5100.1,4497.3,0,0,0,25.6
2009,112,Manhattan,64520.8,5165.9,4964.5,0,0,0,32
2010,112,Manhattan,62564.6,4994,4727.9,0,0,0,31
2011,112,Manhattan,64334,5028,4569,0,0,0,29.6
2012,112,Manhattan,61109.8,4763.9,4433.5,0,0,0,25.6
2013,112,Manhattan,59573.5,5052.6,4581.3,0,0,0,38.4
2014,112,Manhattan,59570.6,5241.4,5122.4,0,365.7,0,41.6
2015,112,Manhattan,57622.9,5624.4,5789.5,0,272.6,0,44.8
2016,112,Manhattan,58010.5,5598.7,6127.5,0,273.8,0,38.4
2017,112,Manhattan,57932,5492.9,5887.8,0,341.6,0,44.8
2018,112,Manhattan,57980.2,5532.1,5881.7,309.4,376.6,0,70.4
2019,112,Manhattan,56114.7,5393.7,6022.7,388.1,356.6,0,32
2020,112,Manhattan,59208,6044.7,6846.4,123.7,107.3,0,32
2021,112,Manhattan,58106.7,5771.9,6221.2,0,113.5,0,25.6
2022,112,Manhattan,54182,5086.9,5596.7,0,259.8,0,15.1
2023,112,Manhattan,40631.2,3689.3,4243.7,0,181.1,0,44.8
1991,201,Bronx,20621.3,0,0,0,0,0,0
1992,201,Bronx,29604.3,0,0,0,0,0,0
1993,201,Bronx,28184.6,69.3,171.1,0,0,0,0
1994,201,Bronx,28513.6,428.2,503.2,0,0,0,0
1995,201,Bronx,26316.2,452.3,566.3,0,0,0,6.2
1996,201,Bronx,25935.4,450.5,688.6,0,0,0,0
1997,201,Bronx,24505.5,449.4,821.1,0,0,0,7
1998,201,Bronx,24046.1,688.6,1217.4,0,0,0,8.5
1999,201,Bronx,23014.2,855.9,1421.4,0,0,0,1.5
2000,201,Bronx,22444.2,927.6,1470.9,0,0,5.6,5.6
2001,201,Bronx,22886.3,976.4,1551.2,0,0,10,5.7
2002,201,Bronx,23541.9,784.3,679.8,0,0,0,3.4
2003,201,Bronx,24539.2,668.7,0,0,0,0,0
2004,201,Bronx,22936.4,833.5,818.8,0,0,0,3.4
2005,201,Bronx,22743.1,822.6,964.2,0,0,0,3.4
2006,201,Bronx,22578.9,853.8,1004.1,0,0,0,3.4
2007,201,Bronx,23420.7,932,957,0,0,0,6.8
2008,201,Bronx,23913.4,991.3,919,0,0,0,3.4
2009,201,Bronx,23060.7,1006.6,963.5,0,0,0,3.4
2010,201,Bronx,23305.6,1069.5,922.7,0,0,0,3.4
2011,201,Bronx,24847.8,1083.4,952.7,0,0,0,0
2012,201,Bronx,23903.6,1007.1,999,0,0,0,3.4
2013,201,Bronx,23572.7,1118,1098.8,0,0,0,3.4
2014,201,Bronx,22968.7,1138.7,1193.5,0,0,0,3.4
2015,201,Bronx,22259.4,1234.5,1348.2,0,0,0,6.8
2016,201,Bronx,22588.5,1314,1546.2,0,0,0,6.8
2017,201,Bronx,22647.8,1326.4,1604.5,0,0,0,6.8
2018,201,Bronx,22833.4,1412.9,1636.2,42.2,0,0,16.6
2019,201,Bronx,23298.3,1468.6,1744.5,78.9,0,0,2.4
2020,201,Bronx,26341.4,1839.9,1997.7,19.5,0,0,23.8
2021,201,Bronx,27194.7,1861.6,1909.2,0,0,0,3.4
2022,201,Bronx,25486.8,1494.3,1643,0,0,0,6.8
2023,201,Bronx,19816.9,1142.3,1280.5,0,279.6,0,3.4
1991,202,Bronx,12450.1,0,0,0,0,0,0
1992,202,Bronx,18103.5,0,0,0,0,0,0
1993,202,Bronx,17461.8,139,174.1,0,0,0,0
1994,202,Bronx,17855.9,348.2,541.6,0,0,0,8.3
1995,202,Bronx,18415.6,373.9,588.2,0,0,0,0
1996,202,Bronx,18413.9,407.2,813.1,0,0,0,0
1997,202,Bronx,17900.1,425,988.8,0,0,0,2.4
1998,202,Bronx,16418.8,548.3,1267.4,0,0,0,5.3
1999,202,Bronx,15948.8,642.3,1463.3,0,0,0,3.9
2000,202,Bronx,16396.4,736.1,1656.5,0,0,0,3.7
2001,202,Bronx,17059.3,732.7,1641.9,0,0,0,4.6
2002,202,Bronx,18675.4,685.4,789.6,0,0,0,4.5
2003,202,Bronx,20335.9,570.2,0,0,0,0,0
2004,202,Bronx,19795.2,735.8,795.1,0,0,0,4.5
2005,202,Bronx,19718.2,723.7,961,0,0,0,4.5
2006,202,Bronx,19757.1,766.1,958.6,0,0,0,4.5
2007,202,Bronx,20132.2,779.4,894,0,0,0,4.5
2008,202,Bronx,20710.1,828.2,972.6,0,0,15,8.7
2009,202,Bronx,20358.4,899.7,1087.7,0,0,0,9
2010,202,Bronx,20061.2,903.8,1058.4,0,0,0,4.5
2011,202,Bronx,20916.9,916.4,1024.8,0,0,0,0
2012,202,Bronx,19510.2,866.5,1015.9,0,0,0,4.5
2013,202,Bronx,18756.9,895.4,1072.9,0,0,0,4.5
2014,202,Bronx,18313.8,963,1195.1,0,0,0,4.5
2015,202,Bronx,17685.3,1060.7,1424.9,0,0,0,4.5
2016,202,Bronx,17756.8,1147.1,1662.8,0,0,0,9
2017,202,Bronx,17906.4,1118.2,1732,0,0,0,13.5
2018,202,Bronx,18017.1,1187.2,1789.4,0,0,0,36
2019,202,Bronx,17736.6,1294.1,1838.7,0,0,0,7.2
2020,202,Bronx,19618.5,1548.8,2074.1,0,0,9.5,4.5
2021,202,Bronx,19709.7,1542.5,1948.7,0,0,13.5,3
2022,202,Bronx,18020.7,1248.9,1653,0,0,47.5,9.8
2023,202,Bronx,13708.9,901.2,1256.7,0,107.2,15,4.5
1991,203,Bronx,16885.9,0,0,0,0,0,0
1992,203,Bronx,25200.2,0,0,0,0,0,0
1993,203,Bronx,23971.9,71.9,200.2,0,0,0,0
1994,203,Bronx,23722.5,408.8,559,0,0,0,2.6
1995,203,Bronx,23453.3,420.5,554.1,0,0,0,7
1996,203,Bronx,23893,420.5,630.6,0,0,0,0
1997,203,Bronx,24009.6,419.7,707.4,0,0,0,0
1998,203,Bronx,23530.9,557.1,898.8,0,0,0,4.6
1999,203,Bronx,24123.5,729.8,991.7,0,0,0,4.6
2000,203,Bronx,23234.3,708.2,1177.2,0,0,0,2.6
2001,203,Bronx,22684.1,759.3,1270.6,0,0,0,4.4
2002,203,Bronx,23210.5,684.7,652.3,0,0,0,2.1
2003,203,Bronx,22131.8,558.3,0,0,0,0,0
2004,203,Bronx,21098.6,668.8,669.1,0,0,0,2.1
2005,203,Bronx,21501.8,728.7,825.7,0,0,0,2.1
2006,203,Bronx,21636.1,749.6,750.2,0,0,0,2.1
2007,203,Bronx,21687.4,826.9,760.7,0,0,0,2.1
2008,203,Bronx,22362.5,877.2,854.9,0,0,0,2.1
2009,203,Bronx,21966.8,901.5,941.6,0,0,0,4.2
2010,203,Bronx,21525.9,951.1,983.9,0,0,0,2.1
2011,203,Bronx,23282.5,1058.9,1031.2,0,0,0,0
2012,203,Bronx,22737.5,1030.9,1031.8,0,0,0,2.1
2013,203,Bronx,22766.1,1146.2,1129.5,0,0,0,4.2
2014,203,Bronx,21993.1,1290.8,1307.6,0,0,0,2.1
2015,203,Bronx,21425.8,1338.5,1581.6,0,0,0,2.1
2016,203,Bronx,22358.1,1479.7,1930.7,0,0,0,2.1
2017,203,Bronx,23170.7,1420.5,1844.3,0,0,0,6.3
2018,203,Bronx,23281.1,1515.2,1984.5,0,0,0,14.8
2019,203,Bronx,22745.1,1479.7,2265.9,0,0,16.5,4.5
2020,203,Bronx,25737.8,2152.7,2940.2,0,0,0,2.1
2021,203,Bronx,26798.1,1870.7,2408.4,0,0,0,2.1
2022,203,Bronx,24492.7,1554,1903,0,0,0,4.2
2023,203,Bronx,18962.2,1196.7,1439.7,0,331.5,0,4.2
1991,204,Bronx,33643,0,0,0,0,0,0
1992,204,Bronx,50573.1,0,0,0,0,0,0
1993,204,Bronx,47242.1,622.6,653.8,0,0,0,0
1994,204,Bronx,49029.1,1260.2,1216.6,0,0,0,0
1995,204,Bronx,49047.8,1318.4,1367.1,0,0,0,0
1996,204,Bronx,49647.7,1303.2,1860.8,0,0,0,0
1997,204,Bronx,49088.1,1356.3,2362.9,0,0,0,1.3
1998,204,Bronx,48359.6,1493.1,2823.2,0,0,0,4.7
1999,204,Bronx,48853.3,1629.4,3267.4,0,0,0,5.5
2000,204,Bronx,49818.8,1699,3515.2,0,0,0,7.7
2001,204,Bronx,51609.5,1823,3684,0,0,0,10.1
2002,204,Bronx,54246,1718.8,1801.8,0,0,0,12.3
2003,204,Bronx,55917,1466.6,0,0,0,0,0
2004,204,Bronx,55152.3,1765.8,2020.3,0,0,0,6.2
2005,204,Bronx,54496.8,1851.2,2419.4,0,0,0,6.2
2006,204,Bronx,54086.9,1924.7,2269.4,0,0,0,7.2
2007,204,Bronx,53391.1,2028.4,2102.7,0,0,0,12.4
2008,204,Bronx,55904.6,2178.4,2240.2,0,0,0,10.2
2009,204,Bronx,53963,2131.1,2392.9,0,0,0,12.4
2010,204,Bronx,53173.2,2140.7,2272.6,0,0,0,12.4
2011,204,Bronx,56498.3,2192.7,2183.6,0,0,0,0
2012,204,Bronx,53420.3,2118.3,2099.6,0,0,0,6.2
2013,204,Bronx,52183.5,2252.7,2299.4,0,0,0,18.6
2014,204,Bronx,50088,2404.8,2610.9,0,0,0,12.4
2015,204,Bronx,47931.2,2495.8,2972,0,0,0,12.4
2016,204,Bronx,48732.4,2625.3,3534.6,0,0,0,12.4
2017,204,Bronx,49094.6,2646.4,3797.7,0,0,0,12.4
2018,204,Bronx,48819.2,2798,3964.6,107.3,0,0,49.6
2019,204,Bronx,47188.7,2884,4245.2,186.2,0,0,12
2020,204,Bronx,51103.5,3692,5060.3,46.9,0,0,6.2
2021,204,Bronx,49405.9,3760.9,4645.9,0,0,0,6.2
2022,204,Bronx,45366.8,3149.7,4020.6,0,152.7,0,12.4
2023,204,Bronx,34910.7,2190.8,2917.5,0,493.4,0,6.2
1991,205,Bronx,31682,0,0,0,0,0,0
1992,205,Bronx,46179.8,0,0,0,0,0,0
1993,205,Bronx,42133,411.6,588.1,0,0,0,0
1994,205,Bronx,44060.8,935,1322.3,0,0,0,0
1995,205,Bronx,44555.1,985.4,1458,0,0,0,0
1996,205,Bronx,44277.4,1051.4,2127.2,0,0,0,0
1997,205,Bronx,42354.7,1102.7,2472.6,0,0,0,0
1998,205,Bronx,40488,1388.2,3316.2,0,0,0,7.7
1999,205,Bronx,40476.9,1630.3,3670.9,0,0,0,8.7
2000,205,Bronx,41205.3,1844.3,4290.8,0,0,0,8.3
2001,205,Bronx,41678.5,2090.5,4809.7,0,0,0,11.6
2002,205,Bronx,45673.2,1965.2,2446.6,0,0,0,7.6
2003,205,Bronx,48091.1,1602.8,0,0,0,0,0
2004,205,Bronx,45853.3,2066.4,2824.3,0,0,0,3.8
2005,205,Bronx,44159,2151.2,3640.8,0,0,0,11.4
2006,205,Bronx,43657.4,2173.6,3426,0,0,3.1,3.8
2007,205,Bronx,43435.8,2169.4,3007.6,0,0,0,7.6
2008,205,Bronx,44845.2,2157.7,2921.3,0,0,0,7.6
2009,205,Bronx,43873.1,2099.3,2925.7,0,0,0,7.6
2010,205,Bronx,42959.9,2137.8,2724.6,0,0,0,7.6
2011,205,Bronx,46072.8,2182.8,2681,0,0,0,0
2012,205,Bronx,43401.3,2042.8,2568.4,0,0,0,3.8
2013,205,Bronx,42271.5,2122.3,2683.9,0,0,0,3.8
2014,205,Bronx,41398.9,2266.4,2932.6,0,0,0,7.6
2015,205,Bronx,40499.8,2322.1,3261.5,0,0,0,7.6
2016,205,Bronx,41345.1,2420.7,3773.7,0,0,0,7.6
2017,205,Bronx,41894.6,2357.9,3719.5,0,0,2.8,11.4
2018,205,Bronx,42073.6,2410.6,3724.3,21.3,0,3.3,28.5
2019,205,Bronx,40699.5,2384.3,3813,0,0,2.7,20
2020,205,Bronx,44051.4,3215.5,4668,0,0,0,3.8
2021,205,Bronx,42531.6,3227.9,4588,0,0,0,7.6
2022,205,Bronx,38590.1,2497.7,3808.1,0,176.2,0,7.6
2023,205,Bronx,29633.8,1828.8,2940.1,0,543.7,0,7.6
1991,206,Bronx,24130.1,0,0,0,0,0,0
1992,206,Bronx,25252.1,0,0,0,0,0,0
1993,206,Bronx,23267.5,86.9,133.2,0,0,0,0
1994,206,Bronx,24141.6,564.1,760.2,0,0,0,4.1
1995,206,Bronx,24611.3,533.2,748,0,0,0,7.8
1996,206,Bronx,24767.4,577.4,954.8,0,0,0,0
1997,206,Bronx,23857.5,652.3,1161.2,0,0,0,3.7
1998,206,Bronx,23648.7,768.4,1451.7,0,0,0,4
1999,206,Bronx,23927.5,859.9,1659.8,0,0,0,5.2
2000,206,Bronx,24605.7,1001.8,1894.8,0,0,0,7.1
2001,206,Bronx,25703.7,1087.9,2142.5,0,0,0,6.3
2002,206,Bronx,28060,1067.3,1142,0,0,0,4.6
2003,206,Bronx,29906.1,917.5,0,0,0,0,0
2004,206,Bronx,28487.5,1092.5,1264.6,0,0,0,4.6
2005,206,Bronx,28281.6,1084.7,1559.5,0,0,0,4.6
2006,206,Bronx,28136.6,1108.6,1532.7,0,0,0,4.6
2007,206,Bronx,28020.6,1164,1415,0,0,0,9.2
2008,206,Bronx,28528.6,1286.4,1512.6,0,0,0,9.2
2009,206,Bronx,28063.5,1255.4,1565.2,0,0,0,9.2
2010,206,Bronx,26998.9,1271.2,1497.7,0,0,0,4.6
2011,206,Bronx,27900.1,1281.8,1476.9,0,0,0,0
2012,206,Bronx,26765.6,1212,1442.7,0,0,0,4.6
2013,206,Bronx,26141.7,1286.8,1553.8,0,0,0,4.6
2014,206,Bronx,25581.9,1364.4,1664.9,0,118.7,0,4.6
2015,206,Bronx,25019.8,1387.9,1768.2,0,580.6,0,4.6
2016,206,Bronx,25541.5,1490.3,2158.9,0,699.2,0,4.6
2017,206,Bronx,25704.2,1561.1,2224.5,3.6,671.2,0,9.2
2018,206,Bronx,26344.1,1604,2234.9,65.6,519.3,0,23
2019,206,Bronx,26258.2,1693.3,2317.6,144.3,431.1,0,6.3
2020,206,Bronx,28959,2362.3,2968.9,44.8,93.3,0,18.4
2021,206,Bronx,29229.2,2416.8,2788.2,0,154.7,0,4.6
2022,206,Bronx,27146.8,1709.1,2297.4,0,647.3,0,9.2
2023,206,Bronx,20643.1,1285,1727.2,0,398.2,0,4.6
1991,207,Bronx,34463.3,0,0,0,0,0,0
1992,207,Bronx,50562.2,0,0,0,0,0,0
1993,207,Bronx,45725.7,777.8,749.5,0,0,0,0
1994,207,Bronx,46499.7,1342.6,1259.1,0,0,0,8
1995,207,Bronx,46404.3,2234.5,2255.4,0,0,0,12.8
1996,207,Bronx,45003.1,2382.1,3633.4,0,0,0,6.9
1997,207,Bronx,42157.5,2566,4926.6,0,0,67.3,13.3
1998,207,Bronx,41817.8,2796.4,5549.8,0,0,27.7,22
1999,207,Bronx,42275,2970.8,5658.3,0,0,24.8,24.5
2000,207,Bronx,43350.9,2963.2,5992.5,0,0,23.5,27.5
2001,207,Bronx,45368.5,3168.6,6181.8,0,0,29.6,29.8
2002,207,Bronx,50005.3,2804.6,2977.1,0,0,0,20.4
2003,207,Bronx,52655,2416.1,0,0,0,0,0
2004,207,Bronx,49656.9,2995.8,3248.2,0,0,23.6,7.8
2005,207,Bronx,47321,3177.5,4125.4,0,0,13.1,11.7
2006,207,Bronx,46792.9,3155,3799.8,0,0,13.4,7.8
2007,207,Bronx,46169.7,3112.1,3440.6,0,0,2.9,11.7
2008,207,Bronx,47801.2,3005.3,3280.7,0,0,0,11.7
2009,207,Bronx,46424.1,2877.3,3329.6,0,0,0,11.7
2010,207,Bronx,45118.8,2810,3059.5,0,0,0,11.7
2011,207,Bronx,48376.8,2915.9,3012,0,0,0,0
2012,207,Bronx,45727.2,2709.8,2954.4,0,0,0,7.8
2013,207,Bronx,44461.7,2732.9,3120.8,0,0,0,15.6
2014,207,Bronx,43407.3,2943.9,3624.5,0,0,0,11.7
2015,207,Bronx,42474.3,3025,4018.6,0,0,0,11.7
2016,207,Bronx,43894.2,3131.1,4593.1,0,0,2.5,15.6
2017,207,Bronx,44099.8,3180.3,4806.8,0,0,13.2,19.5
2018,207,Bronx,44414.4,3366.4,5045.4,0,0,3.1,31.2
2019,207,Bronx,43531.9,3319.1,5364.1,0,0,2.5,9.6
2020,207,Bronx,46297.4,4279.5,6586.9,0,0,0,15.6
2021,207,Bronx,45283.2,4251.6,6601.3,0,0,8.6,11.7
2022,207,Bronx,42035.7,3364.2,5323.2,0,76.6,17.2,11.7
2023,207,Bronx,32022.4,2490.3,3990.6,0,225.5,0,7.8
1991,208,Bronx,25250.4,0,0,0,0,0,0
1992,208,Bronx,36237.5,0,0,0,0,0,0
1993,208,Bronx,31267.8,1214.8,619,0,0,0,0
1994,208,Bronx,31905.7,2080.4,992.7,0,0,0,16.3
1995,208,Bronx,31666.5,3382.2,1727.2,0,0,0,21.8
1996,208,Bronx,31379,3772.9,2338.2,0,0,0,0
1997,208,Bronx,29498,4065.8,2784.9,0,0,160.9,21.5
1998,208,Bronx,29313.7,4490.3,3104.6,0,0,163.9,29.8
1999,208,Bronx,29224.9,4962.7,3484.2,0,0,164.5,34.8
2000,208,Bronx,29633.5,4720.4,3568,0,0,167.3,47.3
2001,208,Bronx,30518.1,4987,3767,0,0,205.8,39.8
2002,208,Bronx,33230.6,4603.3,1939.6,0,0,0,26.6
2003,208,Bronx,35282.9,4399.8,0,0,0,0,0
2004,208,Bronx,32186.5,5059.5,2593.9,0,0,212.5,7.2
2005,208,Bronx,30675.7,5010.2,3398,0,0,139.9,14.4
2006,208,Bronx,30508.1,4870.1,3282.4,0,0,162.1,10.8
2007,208,Bronx,30325.1,4712.1,3122.1,0,0,37.8,14.4
2008,208,Bronx,31249.9,4484.7,3081.6,0,0,0,18.3
2009,208,Bronx,30482,4088.5,3133.1,0,0,0,7.2
2010,208,Bronx,30267.9,3883,2892.4,0,0,0,18
2011,208,Bronx,32121.9,4019.4,2893.3,0,0,0,0
2012,208,Bronx,30134.4,3768.6,2878.3,0,0,0,18
2013,208,Bronx,28776,3858.9,3104.4,0,0,0,18
2014,208,Bronx,28641.3,3972.5,3393.7,0,0,0,21.6
2015,208,Bronx,27572.1,4002.2,3724,194.9,0,0,10.8
2016,208,Bronx,28016.1,4116.7,4018.4,301,0,16.5,28.8
2017,208,Bronx,28474.3,4028.1,4054.3,424.8,0,53.7,32.4
2018,208,Bronx,28214.4,4016.2,4236.9,718.9,0,39.6,25.2
